X,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
119,49,48399,564,29,19629,48,0,346,0.284553044417933,6,1,0.214511769519422,0,0,18,19,993,1120,91813,16583,4033.25,0.881655037538899,1,75230,0.232629,0.264095005853557,666.367261876668,0.25100533363334,0,51
120,49,44775,574,28,20270,48,4,228,0.153746573012902,3,0,0.19613240009315,0,0,28,7,3070,1348,31257,64801,3731.25,0.84456748953186,5,8511,0.22827,0.219604326680359,638.192859313713,0.232145489933323,0,51
121,29,125711,580,7,12133,48,0,543,0.456350645937498,3,1,0.214796498205793,0,0,20,20,16833,1592,18425,10411,10475.9166666667,0.706697594974287,5,8014,0.217133,0.218126120326019,381.029996212438,0.0882051686371857,1,40.8
122,56,15131,634,30,25599,48,2,351,0.242600368293897,1,1,0.381070565199457,0,1,25,5,2458,2915,73848,15145,1260.91666666667,0.778020135748182,7,58703,0.203599,0.228322593123671,818.134793055855,0.927210198709289,0,59
123,23,73576,603,0,12055,36,2,491,0.010550359397377,8,0,0.24930210540325,0,0,26,1,1924,600,50167,59651,6131.33333333333,0.766523061401344,5,4647,0.195555,0.175438646372309,433.063669241055,0.150711699887092,1,41.6
124,47,50345,602,22,18805,48,1,441,0.46829931661531,2,1,0.0879305410086949,0,0,24,1,13605,785,50714,3537,4195.41666666667,0.579488930207569,3,47177,0.212805,0.232486555298577,605.292705552003,0.249389462044375,0,52
125,66,56816,669,41,20719,12,2,288,0.320198929675119,4,1,0.0764620140703347,0,0,28,27,8124,705,636666,14955,4734.66666666667,0.706252732918263,6,621711,0.151219,0.139414950932951,1859.72899237886,0.453617782113248,1,28.8
126,28,34588,621,0,18962,48,0,444,0.215344838353708,4,0,0.281664770867525,0,0,36,1,8955,256,89846,11153,2882.33333333333,0.664763481152689,3,78693,0.203462,0.240947552134517,619.189731128059,0.368864252733223,0,52
127,33,55383,565,10,9093,48,3,419,0.308094244896413,4,0,0.0936257148249453,0,0,18,21,6607,1948,13714,6183,4615.25,0.637691464655715,2,7531,0.221593,0.232961140479545,292.921228481801,0.154254098582265,1,40
128,41,65180,551,16,15086,72,2,323,0.262959228791138,1,0,0.189328506640594,0,0,24,26,562,1662,64928,61849,5431.66666666667,0.576122393784362,7,3079,0.254586,0.23262465758721,390.439527726917,0.13134817939127,1,40
129,33,15000,523,8,13879,60,2,248,0.258464995124704,2,2,0.366896047133198,0,0,29,13,12973,290,27247,5651,1250,0.778598386324637,2,21596,0.257379,0.269063475304749,423.023275903375,0.5368186207227,0,56
130,21,149736,560,5.6068071319459,27917,48,0,604,0.307627101939586,1,0,0.364732771067812,0,0,27,9,3003,2256,290530,10999,12478,0.827830967734042,6,279531,0.242917,0.208264442503058,861.865394745247,0.117475989320824,1,37.6
131,40,42717,585,14,41561,24,3,326,0.380083571608936,2,1,0.252630803759783,0,0,21,24,489,759,48731,10782,3559.75,0.658450452202,3,37949,0.224061,0.21400019834529,2143.81379812245,0.693816643899838,0,53
132,27,66417,590,5,9493,48,3,408,0.644568842556894,3,1,0.190629616405777,0,0,27,17,2012,1060,112110,24837,5534.75,0.758860952512058,9,87273,0.209493,0.191983111953387,284.836186120297,0.12517931001767,1,40
133,45,22121,602,23,18805,60,3,250,0.221027442115277,0,2,0.0641242479182796,0,0,32,12,667,2669,63386,7364,1843.41666666667,0.986744909521513,2,56022,0.222805,0.237957437960422,538.754413224331,0.42787635996076,0,47
134,28,37558,620,5,18686,60,0,278,0.122147058949472,1,1,0.219745034221239,0,0,24,24,4575,1163,9316,17652,3129.83333333333,0.853223748123218,10,2660,0.213686,0.22771350496243,524.315301773861,0.256344417202363,0,49
135,58,134691,621,36,16421,24,0,607,0.191641419320764,1,0,0.169401203082851,0,1,28,27,1619,306,48831,27992,11224.25,0.884270894446557,4,20839,0.180921,0.198068673896558,834.211489579703,0.128401584923688,1,40
136,30,33101,539,7,29824,60,0,358,0.184787339931,3,0,0.163751051935994,0,0,17,19,2548,1004,220116,8784,2758.41666666667,0.911383197340777,0,211332,0.265324,0.238971475469429,856.196259694614,0.440178699022246,0,46
137,36,44364,439,12.917778972145,5538,36,1,313,0.3314445993975,3,1,0.30184151971905,0,0,26,12,2471,764,203672,8223,3697,0.868086432604554,7,195449,0.271038,0.256212501850835,222.013623794585,0.144715613685308,1,40.8
138,49,38596,499,27,13078,36,2,292,0.148254550452486,1,2,0.387717693985036,0,1,24,23,1121,1118,40099,121827,3216.33333333333,0.803058411249478,6,4304,0.248578,0.255899355105552,524.068150552999,0.2537262360513,0,60
139,25,139954,439,3,40858,48,0,293,0.172889806694823,1,0,0.448911038539181,0,0,28,22,427,1429,51633,5937,11662.8333333333,0.588756942471255,2,45696,0.316358,0.312445457690125,1500.85452338705,0.153809496553472,0,56
140,42,53444,521,19,16462,60,0,730,0.368490338877253,4,1,0.237526015053893,0,0,24,12,4608,638,44150,32195,4453.66666666667,0.580948446035196,7,11955,0.260962,0.288080282018206,520.612370899997,0.280805112843349,0,55
141,55,113523,643,33,10990,60,0,427,0.306019261447356,4,2,0.221712025721795,0,0,25,18,4279,2107,130005,17536,9460.25,0.865374165117496,4,112469,0.19449,0.203889020708671,293.551018996189,0.0761661709781654,1,35.2
142,20,31270,581,1,6624,12,1,151,0.464867466093846,5,2,0.0920790813606543,0,1,27,20,2857,478,78348,31210,2605.83333333333,0.780227961577068,6,47138,0.181124,0.173323616262346,605.18556161884,0.290189534359645,0,58
143,42,46717,520,21,20915,60,4,616,0.392678058848104,4,2,0.441898169067374,0,0,25,20,1085,2885,8920,11975,3893.08333333333,0.988907846070159,1,3094,0.265915,0.245702449077492,608.624593648303,0.314564186993592,0,57
144,43,56613,564,19,25148,36,0,340,0.513658836800197,5,1,0.435346558068333,0,0,20,3,4138,1730,226679,47469,4717.75,0.500503736300097,8,179210,0.228148,0.241327041378289,988.380866266564,0.281570847600353,0,56
145,49,86882,612,25.9237184399853,51374,72,1,380,0.116597619683324,1,2,0.225287112967231,0,0,35,19,10374,565,45230,263937,7240.16666666667,0.547085579632618,8,4755,0.260374,0.277772588337621,1472.68920101659,0.25589040781979,0,47
146,25,69876,598,5,17992,96,1,545,0.0114707390916024,3,1,0.258154691123463,0,0,31,15,915,506,19626,7056,5823,0.804221282316141,5,12570,0.253992,0.272305297729485,461.85549173703,0.172910096468664,0,51
147,24,32582,513,4,26598,60,0,231,0.462592067462187,5,1,0.146652254752853,0,0,24,21,288,1263,32463,10978,2715.16666666667,0.851906680879013,4,21485,0.275098,0.2727079521049,816.489048157751,0.385791804612762,0,55
148,46,101562,612,23.7098737647224,30836,84,3,323,0.605553686061331,6,0,0.189514884724778,0,1,26,14,7528,378,62262,36152,8463.5,0.773425391583385,5,26110,0.249836,0.236658704709986,754.401567951631,0.127299765812209,0,54
149,43,24611,548,25,21110,24,0,489,0.577459035432394,0,1,0.222317808740061,0,0,30,18,10586,1352,190056,20979,2050.91666666667,0.756585722646885,5,169077,0.22211,0.247342382965382,1123.85989442572,0.786409277685128,0,54
150,43,22390,594,21.3213914159463,17603,120,1,389,0.158144930459363,3,5,0.399641943701136,0,0,19,23,612,293,24284,46780,1865.83333333333,0.918248130760982,3,8633,0.275603,0.292970668112044,454.933116501283,0.452308950335659,0,55
151,44,47430,605,25,32684,60,5,377,0.635142122657291,2,0,0.191575883028812,0,0,31,17,673,505,57941,32526,3952.5,0.716241805056992,5,25415,0.235184,0.232355477352326,925.805903378463,0.329615661828833,0,50
152,31,57105,500,6,24760,36,3,168,0.122225235476806,2,1,0.328967582723854,0,0,15,20,2593,129,12750,12673,4758.75,0.713092150367909,6,1632,0.25976,0.268101330662365,1008.31192975172,0.247189268138003,0,53
153,42,28751,536,21,30150,60,0,343,0.411098167149956,1,3,0.338673752692062,0,0,19,5,8298,2785,33961,20305,2395.91666666667,0.850026706954269,7,15283.0316047619,0.26715,0.258890881936069,900.726515761887,0.519102576924025,0,59
154,43,43567,547,17,17390,24,2,308,0.14364378370449,3,0,0.265708642024695,0,0,28,10,12906,4746,131041,11319,3630.58333333333,0.76532775578354,3,119722,0.21889,0.23801683605806,917.707994966234,0.337606352046154,0,48
155,31,20113,575,6,27214,36,1,347,0.216274833705684,2,1,0.45272860731236,0,0,20,2,4698,1891,99134,46478,1676.08333333333,0.805018167394396,1,52656,0.224714,0.226757609360173,1048.85287775263,0.832806370657365,0,60
156,62,52633,682,41,13197,120,5,347,0.220609860090315,0,2,0.177970279855077,1,0,22,27,4853,730,51962,68554,4386.08333333333,0.732344837090359,9,6415,0.227197,0.224554752896011,276.882142628089,0.142241288004428,0,59
157,45,93617,557,25,10868,84,0,826,0.185208356900909,7,4,0.467310220549385,0,0,18,17,3489,357,79807,54410,7801.41666666667,0.802460309090082,8,25397,0.257368,0.246893799025004,272.932155801839,0.140863153803498,1,43.2
158,25,34276,574,3,5163,96,3,365,0.306851243205116,3,0,0.198152855466824,0,0,27,26,3141,42,38198,5950,2856.33333333333,0.643277815458683,6,32248,0.253163,0.251665485674522,125.374336361809,0.171679660297051,0,51
159,47,25819,587,25,12824,36,0,103,0.625111013605977,2,2,0.201914092256138,0,0,30,5,1622,1914,63582,13848,2151.58333333333,0.731165608272588,6,48710.4799,0.204324,0.182182231740934,465.023390180059,0.264002505215566,0,61
160,28,72220,546,5,11336,36,1,533,0.0749757526584197,2,2,0.0943437121914956,0,0,27,28,1517,1581,125642,21847,6018.33333333333,0.85865717330356806,9,103795,0.223336,0.212421408764937,428.495200330902,0.15976104131779,1,36
161,49,30032,594,28,5789,24,0,148,0.310708394728745,3,4,0.604385664340831,0,0,32,1,1632,524,87958,20361,2502.66666666667,0.916058478710454,7,67597,0.183789,0.1951435199277,293.264192426863,0.176317604858896,0,61
162,53,259639,545,29,39203,12,3,189,0.438656271171082,2,0,0.215905987198836,0,0,26,18,21809,322,22131,31385,21636.5833333333,0.629447747973105,3,13703.1172333333,0.231703,0.208267430761336,3647.08023469859,0.177296025698693,1,40.8
163,30,58238,628,7,15647,48,1,770,0.32952588307688,3,1,0.17722641667345,1,0,31,5,8060,2519,52153,9039,4853.16666666667,0.652000274577894,4,43114,0.196647,0.19680862538512,473.487403984775,0.256221862835559,0,64
164,51,91953,618,29,21715,48,5,264,0.28488079747834,2,1,0.505545748613008,0,0,30,4,2879,4094,33213,16233,7662.75,0.856589661131472,10,16980,0.207715,0.191006847278655,650.435350432409,0.119335140834871,1,45.6
165,44,22237,609,23,33644,60,1,816,0.0834704033900283,3,0,0.471472543753607,0,0,28,21,1967,2124,64119,23197,1853.08333333333,0.74758521576362,3,40922,0.234144,0.226311263602308,941.323567484994,0.948324090921434,0,54
166,49,74085,653,27,36208,12,2,375,0.26104471495265,3,0,0.563565159993646,0,0,32,28,2043,15912,70652,75471,6173.75,0.840751317304792,6,7553,0.174708,0.171099938494751,3304.23199940158,0.595947681620018,0,52
167,62,33370,633,41,18943,24,2,545,0.521643510184115,5,0,0.308701359412096,0,0,24,9,966,1022,92153,124204,2780.83333333333,0.836358908518359,5,10973,0.177443,0.185411249654638,950.672513477484,0.537850469335625,0,54
168,37,36562,553,14,38934,48,0,782,0.271256546145721,4,0,0.373454924638751,0,1,26,11,636,1405,2612797,9589,3046.83333333333,0.492074325531754,4,1094178.81436667,0.257434,0.221785162524595,1230.43405255404,0.660500208704352,1,42.4
169,30,25658,583,7,6423,36,3,374,0.189453554728685,1,1,0.0656446682087652,0,0,20,6,2411,480,73838,16061,2138.16666666667,0.628161982318907,5,57777,0.199923,0.197495976438478,237.882996372888,0.28617179657318,0,51
170,29,75095,590,6,11657,120,1,182,0.445935977119576,3,0,0.582569968771088,0,1,15,9,1570,510,61242,19771,6257.91666666667,0.895877957256635,7,41471,0.271657,0.3259884,329.899364677557,0.0818002846545134,0,66
171,30,50657,591,4,20536,48,2,638,0.307686226255015,7,2,0.0611514659954466,0,0,27,14,20114,475,124093,16677,4221.41666666667,0.696183347611968,11,107416,0.220036,0.195913608049463,620.455540947939,0.29811213635579,0,46
172,39,48707,582,17,9741,36,0,558,0.0522357238300751,1,0,0.25147806565332,0,0,30,17,2817,337,118511,49436,4058.91666666667,0.81518233087961,13,69075,0.203741,0.2444892,384.467016827678,0.232196690453777,0,50
173,44,99138,524,19,23007,48,4,472,0.254021747968092,2,2,0.248599600145169,0,0,25,24,2596,152,10777,42553,8261.5,0.757108760482102,6,1156,0.256007,0.244342502824983,755.604374349542,0.148593400030205,1,40.8
174,43,48280,581,20,40424,36,4,340,0.245617092578851,0,1,0.236268128684344,0,0,28,12,3207,4229,102225,18198,4023.33333333333,0.72118198795792,2,84027,0.234924,0.190317237238665,1482.4314109199,0.452965553666917,0,51
175,49,88064,568,27,24156,120,0,382,0.418856157456008,2,0,0.109589903343923,0,0,28,17,7110,252,161014,25181,7338.66666666667,0.71831388582132,4,135833,0.295156,0.25990711229997,566.492436369012,0.129245880682551,1,36.8
176,40,177855,625,18,17289,60,0,280,0.0381954413523817,3,0,0.43620521702204,0,0,24,26,3966,947,100795,5297,14821.25,0.437647006506239,5,95498,0.209789,0.231702552704995,489.077721198099,0.0518902063724786,1,38.4
177,57,55440,614,35,31937,12,2,497,0.147203820384384,3,2,0.32860438039768,0,0,25,14,958,1312,32453,11335,4620,0.919605926266332,4,21118,0.189937,0.185523326868435,2936.38552229442,0.743157039457667,0,50
178,36,44377,558,13,11938,36,3,215,0.487141345968958,1,1,0.172368674875069,0,0,23,19,2782,1457,59951,7527,3698.08333333333,0.844834197999982,2,52424,0.217938,0.210405515403454,450.013549735356,0.179826545210904,1,40
179,72,115677,511,51,27962,24,1,364,0.106716336207124,6,0,0.482772272782587,0,0,26,6,1314,3522,89023,36001,9639.75,0.621282685530762,5,53022,0.247462,0.281752414333143,1537.29022560697,0.197234391515025,0,54
180,47,163133,654,27,13145,36,5,210,0.124727742129237,2,1,0.107168336516447,0,0,27,6,687,411,85222,23228,13594.4166666667,0.864147156271087,8,61994,0.171145,0.196072880716858,485.889001767932,0.0511893241785242,1,32.8
181,29,51989,517,5,26850,72,3,351,0.169492132873016,5,0,0.486149060748954,0,0,22,3,1462,391,54547,10095,4332.41666666667,0.837484158288577,6,44452,0.28335,0.308280968179741,822.147790647699,0.270783694392514,0,58
182,27,28941,612,3,15007,60,0,112,0.126320772975842,1,1,0.528454794928832,0,0,23,8,1934,2041,133058,88914,2411.75,0.720013118653687,6,44144,0.214007,0.188136856683858,387.752990892804,0.207215918272128,0,57
183,45,117455,652,21,19372,48,3,697,0.24441493145149,2,0,0.6809138064678,0,1,26,6,3583,11199,288436,9076,9787.91666666667,0.740201102041466,3,292310.0063,0.188372,0.185810620573182,574.951277226728,0.129951175571246,1,44.8
184,37,68157,565,14,15091,36,2,394,0.216311172665419,1,1,0.0854081281215183,0,0,28,27,4080,422,12695,66526,5679.75,0.748442361746888,3,3047,0.217591,0.231503653569272,585.351761841405,0.172428674121467,1,40
185,48,117456,579,24,17310,36,5,451,0.24107435064826,2,0,0.118226539976888,0,0,18,24,1689,949,31979,20558,9788,0.79821802399884,5,11421,0.21281,0.218896406576332,660.088887177258,0.113515415526896,1,39.2
186,45,84230,579,21,61376,72,0,565,0.314007158287406,3,0,0.0933659074560961,0,1,34,7,922,542,29842,14843,7019.16666666667,0.894826038127962,3,14999,0.286876,0.293986416551134,1822.71736769876,0.34017106033937,0,56
187,39,47910,515,15,25068,24,3,447,0.119513307240929,4,0,0.0213720313254242,0,0,17,10,3131,2447,68899,11745,3992.5,0.830638544989031,2,57154,0.242568,0.239197995664856,1324.36943826823,0.443674248783527,0,48
188,29,37709,557,8,27440,60,1,435,0.47606967253127,5,1,0.462977458441489,0,1,25,9,1785,543,9716,16781,3142.41666666667,0.73976027449521,5,4672,0.25394,0.304728,895.762578112318,0.423483808569514,0,65
189,21,73625,540,1,12927,24,0,182,0.116741680189888,1,1,0.192876457773361,1,0,21,8,1176,1252,159098,20357,6135.41666666667,0.92268772470023,7,138741,0.217927,0.208607420396014,663.378431579082,0.137786637405079,0,58
190,34,19757,592,11.5784900286063,17292,120,4,385,0.380518875369084,1,2,0.1810785285638,0,0,28,9,3053,1330,44477,106504,1646.41666666667,0.85013640411129,5,2757,0.276292,0.254743574662713,399.178406814274,0.476294016387674,0,53
191,50,111020,498,28,23552,12,4,496,0.236654388026176,1,2,0.452129128561936,0,0,23,24,2429,1167,43095,13083,9251.66666666667,0.929136637296936,2,30012,0.239552,0.242604555536114,2230.03729983229,0.294653644370271,1,44
192,42,54202,553,20,12176,60,0,292,0.176307453089056,8,1,0.0518711996149119,1,0,22,9,4326,727,39483,98490,4516.83333333333,0.849388049759941,8,4212,0.240676,0.239007979351307,349.57800081765,0.142041548463374,0,65
193,25,36184,620,6,38807,48,3,210,0.730022275217202,5,1,0.227832641152371,0,0,38,9,2111,611,68351,27576,3015.33333333333,0.787161892409953,5,40775,0.223807,0.195525082336745,1171.67845285285,0.45821748381147,0,53
194,42,56320,603,16,21883,60,0,653,0.118436105074065,3,1,0.06966193937591,0,0,31,12,2478,1449,326068,11532,4693.33333333333,0.884155988615292,4,314536,0.225383,0.20045240563288,580.31664571659,0.262780535308933,1,32
195,44,111257,487,22,18609,60,0,525,0.419873026283097,2,0,0.185945256417419,0,0,25,17,1370,300,24626,30649,9271.41666666667,0.92786881961478,5,1850,0.280109,0.273964211124182,572.649283467011,0.118390675657299,1,40
196,29,55172,606,6,40220,36,0,317,0.513680234138339,4,6,0.576116699373813,0,0,31,9,14454,1521,82416,8200,4597.66666666667,0.85533670807777,4,74216,0.22222,0.223854822009106,1544.05236035902,0.404781924242519,0,55
197,41,29020,583,16,16570,60,2,158,0.227759006105253,2,1,0.173766476752064,0,0,23,4,713,862,22214,10612,2418.33333333333,0.938497054853276,5,11602,0.23007,0.231909136661927,468.935416046115,0.2592427633547,0,55
198,40,19990,564,22,11236,24,2,511,0.428427772631185,2,1,0.26027699018118,0,0,28,15,1477,5786,100659,7602,1665.83333333333,0.885167782272192,4,93057,0.204236,0.191758952447106,567.351904017445,0.647334809815375,0,53
199,26,196442,600,5,25519,24,1,326,0.320407508591529,4,1,0.169365098745828,0,1,25,19,4763,4810,9573,128864,16370.1666666667,0.747174138947011,9,6837,0.200519,0.199145171362808,1297.74456436968,0.0991892506309044,1,40.8
200,44,21725,630,22,38766,48,0,206,0.190232539410981,6,1,0.427326575550395,0,0,10,13,2332,494,90534,37492,1810.41666666667,0.843844102068237,8,53042,0.218766,0.239370718439397,1262.49450831775,0.81113620712603,0,52
201,46,49098,472,24,31990,72,3,352,0.292985255584048,2,1,0.126462887365113,0,1,27,24,11754,2781,22172,20084,4091.5,0.847108296393359,1,2088,0.31099,0.33258932004484,1030.58207873136,0.337915698089053,0,57
202,52,33061,640,30,11580,36,3,384,0.188189018304639,5,2,0.30525133397184,0,0,19,25,9144,801,144771,65760,2755.08333333333,0.646115855288983,5,79011,0.17658,0.163350961936727,409.036804406439,0.287844942768739,1,39.2
203,52,91077,550,27,37597,36,4,917,0.109331949644107,1,2,0.115573777809978,0,0,22,4,3363,431,17299,34929,7589.75,0.895732847362347,6,5342,0.247597,0.291777355302749,1579.16658692845,0.328886536042486,0,51
204,23,17270,593,3.60611144886152,28352,36,2,858,0.365284076436868,5,2,0.244350310621184,0,0,24,29,24249,1912,38825,12998,1439.16666666667,0.381603749855993,3,29342.7874666667,0.216852,0.20815769123272,1065.48353883111,1.33652591001583,0,54
205,28,137635,622,4,12414,48,2,285,0.468203644439682,6,1,0.366311719014524,0,0,18,8,1133,4015,13939,5554,11469.5833333333,0.712773337160343,5,8385,0.196414,0.1571312,349.994975725795,0.0553633865565411,1,40.8
206,46,44523,613,23,12648,96,3,90,0.153657113448369,2,0,0.422808686098098,0,0,30,28,2266,1008,25164,36282,3710.25,0.780107139023236,4,6932,0.241148,0.255169233101834,310.084743599112,0.107832287204127,0,56
207,46,40998,576,26,29172,48,1,463,0.126345616782855,3,2,0.711083712601645,0,0,23,18,2493,1858,16901,30888,3416.5,0.497817252334233,5,7970,0.236172,0.245967102820498,960.709634155302,0.416715830281078,0,58
208,46,49839,558,28,34869,108,3,565,0.28848865636631,1,1,0.260473075785756,1,0,26,20,15200,651,15851,29182,4153.25,0.908746817060588,5,5439,0.300869,0.342460806337454,1045.15084800464,0.387684547764917,0,65
